"lang"
{
"Language"	"hungarian"
"[english]DOTA_Holdout_Award_Beyond_GodLike_Title"	"Beyond Godlike"
"DOTA_Holdout_Award_Beyond_GodLike_Desc"	" egymás után 800 ölést szerzett halál nélkül."
"[english]DOTA_Holdout_Award_Beyond_GodLike_Desc"	" has a streak of 800 kills without dying "
"DOTA_Holdout_Award_UltraKill_Title"	"Mészárlás"
"[english]DOTA_Holdout_Award_UltraKill_Title"	"Ultra Kill"
"DOTA_Holdout_Award_UltraKill_Desc"	" rövid idő alatt 25 vagy több creepet ölt meg."
"[english]DOTA_Holdout_Award_UltraKill_Desc"	" killed 25 or more creeps in a short time "
"DOTA_Holdout_Award_Rampage_Title"	"TOMBOLÁS"
"[english]DOTA_Holdout_Award_Rampage_Title"	"RAMPAGE"
"DOTA_Holdout_Award_Rampage_Desc"	" rövid idő alatt 50 vagy több creepet ölt meg."
"[english]DOTA_Holdout_Award_Rampage_Desc"	" killed 50 or more creeps in a short time "
"DOTA_Tooltip_Ability_item_health_potion"	"Életital"
"[english]DOTA_Tooltip_Ability_item_health_potion"	"Health Potion"
"DOTA_Tooltip_Ability_item_mana_potion"	"Manaital"
"[english]DOTA_Tooltip_Ability_item_mana_potion"	"Mana Potion"
"Frosthaven_KilledByCreature"	"{s:player_name} gyilkosa <font color='#FF5050'>{s:locstring_value}!</font>"
"[english]Frosthaven_KilledByCreature"	"{s:player_name} was killed by <font color='#FF5050'>{s:locstring_value}!</font>"
"Frosthaven_PickedUpGift"	"{s:player_name} felvett egy <font color='#FFCC00'>{s:locstring_value}</font> elfogyasztható tárgyat a csapatodnak!"
"[english]Frosthaven_PickedUpGift"	"{s:player_name} picked up a <font color='#FFCC00'>{s:locstring_value}</font> consumable for your team!"
"Frosthaven_PlayerHelpedReviveAlly"	"{s:player_name} segített <font color='#00CC66'>{s:locstring_value} felélesztésében!</font>"
"[english]Frosthaven_PlayerHelpedReviveAlly"	"{s:player_name} helped revive <font color='#00CC66'>{s:locstring_value}!</font>"
"DOTA_Tooltip_Ability_infernal_siege_fireball"	"Siege Fireball"
"[english]DOTA_Tooltip_Ability_infernal_siege_fireball"	"Siege Fireball"
"DOTA_Tooltip_Ability_infernal_siege_fireball_Description"	"Egy romboló golyót lő ki, ami pokoli lángokkal borítja be a talajt."
"[english]DOTA_Tooltip_Ability_infernal_siege_fireball_Description"	"Launches a ball of destruction, coating the ground with infernal fire"
"DOTA_Tooltip_Ability_doomling_doom"	"Doom Cometh"
"[english]DOTA_Tooltip_Ability_doomling_doom"	"Doom Cometh"
"DOTA_Tooltip_Ability_doomling_doom_Description"	"Némít, elhallgattat és sebez egy rövid időn keresztül."
"[english]DOTA_Tooltip_Ability_doomling_doom_Description"	"Silences, mutes and deals damage over a short duration"
"DOTA_Tooltip_Ability_creature_doomling_doom_passive"	"Impending Doom"
"[english]DOTA_Tooltip_Ability_creature_doomling_doom_passive"	"Impending Doom"
"DOTA_Tooltip_Ability_creature_doomling_doom_passive_Description"	"Minden sikeres találatkor hozzáad egy új Impending Doom példányt."
"[english]DOTA_Tooltip_Ability_creature_doomling_doom_passive_Description"	"Adds a stack of Impending Doom on each successful hit"
"DOTA_Tooltip_Ability_creature_doomling_scorched_earth"	"Scorched Earth"
"[english]DOTA_Tooltip_Ability_creature_doomling_scorched_earth"	"Scorched Earth"
"DOTA_Tooltip_Ability_creature_doomling_scorched_earth_Description"	"Időarányosan sebez az egység körül."
"[english]DOTA_Tooltip_Ability_creature_doomling_scorched_earth_Description"	"Deals damage over time surrounding this unit"
"DOTA_Tooltip_modifier_impending_doom"	"Impending Doom"
"[english]DOTA_Tooltip_modifier_impending_doom"	"Impending Doom"
"DOTA_Tooltip_modifier_impending_doom_Description"	"Amikor ez a számláló eléri a 10-et, valami rossz fog történni..."
"[english]DOTA_Tooltip_modifier_impending_doom_Description"	"When this counter reaches 10, something bad will happen.."
"DOTA_Tooltip_Ability_creature_large_storm_spirit_ball_lightning"	"Tempest Travel"
"[english]DOTA_Tooltip_Ability_creature_large_storm_spirit_ball_lightning"	"Tempest Travel"
"DOTA_Tooltip_Ability_creature_large_storm_spirit_ball_lightning_Description"	"
"
"[english]DOTA_Tooltip_Ability_creature_large_storm_spirit_ball_lightning_Description"	""
"DOTA_Tooltip_Ability_creature_large_storm_spirit_electric_vortex"	"Electric Typhoon"
"[english]DOTA_Tooltip_Ability_creature_large_storm_spirit_electric_vortex"	"Electric Typhoon"
"DOTA_Tooltip_Ability_creature_large_storm_spirit_electric_vortex_Description"	"
"
"[english]DOTA_Tooltip_Ability_creature_large_storm_spirit_electric_vortex_Description"	""
"DOTA_Tooltip_Ability_creature_mini_zeus_static_field"	"Static Field Override"
"[english]DOTA_Tooltip_Ability_creature_mini_zeus_static_field"	"Static Field Override"
"DOTA_Tooltip_Ability_creature_mini_zeus_static_field_Description"	"
"
"[english]DOTA_Tooltip_Ability_creature_mini_zeus_static_field_Description"	""
"DOTA_Tooltip_Ability_creature_mini_zeus_lightning_bolt"	"Lightning Bolt"
"[english]DOTA_Tooltip_Ability_creature_mini_zeus_lightning_bolt"	"Lightning Bolt"
"DOTA_Tooltip_Ability_creature_mini_zeus_lightning_bolt_Description"	"
"
"[english]DOTA_Tooltip_Ability_creature_mini_zeus_lightning_bolt_Description"	""
"DOTA_Tooltip_tower_fortification_modifier"	"Fortification"
"[english]DOTA_Tooltip_tower_fortification_modifier"	"Fortification"
"npc_dota_pinecone_champion"	"Fenyőtobozbajnok"
"[english]npc_dota_pinecone_champion"	"Pinecone Champ"
"npc_dota_pinecone_warrior"	"Fenyőtobozharcos"
"[english]npc_dota_pinecone_warrior"	"Pinecone Warrior"
"npc_dota_creature_small_ogre_seal"	"Bébi ogrefóka"
"[english]npc_dota_creature_small_ogre_seal"	"Baby Ogre Seal"
"npc_dota_creature_large_ogre_seal"	"Mogorva ogrefóka"
"[english]npc_dota_creature_large_ogre_seal"	"Grumpy Ogre Seal"
"npc_dota_creature_doomling"	"A Beharangozatlan"
"[english]npc_dota_creature_doomling"	"The Unheralded"
"npc_dota_creature_doomling_champion"	"Fődémon"
"[english]npc_dota_creature_doomling_champion"	"Archfiend"
"npc_dota_creature_forge_tank"	"Pokoli dzsinn"
"[english]npc_dota_creature_forge_tank"	"Infernal Djinn"
"npc_dota_creature_tusk_skeleton"	"Odobenus gyalogos"
"[english]npc_dota_creature_tusk_skeleton"	"Odobenus Footman"
"npc_dota_creature_spectral_tusk_mage"	"Odobenus fagymágus"
"[english]npc_dota_creature_spectral_tusk_mage"	"Odobenus Frost Mage"
"npc_dota_undead_tusk_tombstone"	"Odobenus sírkő"
"[english]npc_dota_undead_tusk_tombstone"	"Odobenus Tombstone"
"npc_dota_coin_pinata"	"Fagyos barát"
"[english]npc_dota_coin_pinata"	"Frosty Friend"
"npc_dota_creature_broodmother"	"Pókok anyja"
"[english]npc_dota_creature_broodmother"	"Mother of Spiders"
"npc_dota_creature_huge_broodmother"	"Rettenetes nagyevő"
"[english]npc_dota_creature_huge_broodmother"	"Monstrous Glutton"
"npc_dota_creature_broodmother_baby"	"Pici pókocska"
"[english]npc_dota_creature_broodmother_baby"	"Tiny Spiderling"
"npc_dota_creature_broodmother_baby_b"	"Kis pókocska"
"[english]npc_dota_creature_broodmother_baby_b"	"Small Spiderling"
"npc_dota_creature_broodmother_baby_c"	"Pókocska"
"[english]npc_dota_creature_broodmother_baby_c"	"Spiderling"
"npc_dota_creature_broodmother_baby_d"	"Hívatlan látogató"
"[english]npc_dota_creature_broodmother_baby_d"	"Unwelcome Houseguest"
"npc_dota_creature_wolf"	"Irtózatos farkas"
"[english]npc_dota_creature_wolf"	"Dire Wolf"
"npc_dota_creature_medium_spectre"	"Felemelkedett lélek"
"[english]npc_dota_creature_medium_spectre"	"Soul Ascendant"
"npc_dota_creature_frostbitten_melee"	"Dércsípte élőholt"
"[english]npc_dota_creature_frostbitten_melee"	"Frostbitten Revenant"
"npc_dota_creature_ginger_rosh"	"Mézeskalács Kicsi Roshan"
"[english]npc_dota_creature_ginger_rosh"	"Gingerbread Baby Roshan"
"npc_dota_creature_large_elder_titan"	"Világpusztító"
"[english]npc_dota_creature_large_elder_titan"	"World Ender"
"npc_dota_creature_medium_ancient_apparition"	"Kaldr hallucinációja"
"[english]npc_dota_creature_medium_ancient_apparition"	"Kaldr's Hallucination"
"npc_dota_creature_storegga"	"Ősi fagyóriás"
"[english]npc_dota_creature_storegga"	"Ancient Frostgiant"
"npc_dota_creature_small_storegga"	"Kis szikla"
"[english]npc_dota_creature_small_storegga"	"Little Rock"
"npc_dota_creature_arc_warden_attacker"	"Fafelügyelő"
"[english]npc_dota_creature_arc_warden_attacker"	"Tree Warden"
"npc_dota_creature_kobold_overboss"	"Kobold"
"[english]npc_dota_creature_kobold_overboss"	"Kobold"
"npc_dota_creature_snowball_tuskar"	"Kobaltzúzó"
"[english]npc_dota_creature_snowball_tuskar"	"Cobalt Bruiser"
"npc_dota_creature_tiny_rubick"	"Minimágus"
"[english]npc_dota_creature_tiny_rubick"	"Mini-Magus"
"npc_dota_creature_rubick_melee_creep"	"A Főmágus góleme"
"[english]npc_dota_creature_rubick_melee_creep"	"Golem of the Grand Magus"
"npc_dota_hero_rubick"	"Főmágus"
"[english]npc_dota_hero_rubick"	"The Grand Magus"
"npc_dota_creature_large_storm_spirit"	"A Vihar szelleme"
"[english]npc_dota_creature_large_storm_spirit"	"Spirit of the Tempest"
"npc_dota_creature_mini_zeus"	"Villámisten"
"[english]npc_dota_creature_mini_zeus"	"Thunder God"
"npc_dota_creature_storm_brewling"	"Viharkövető"
"[english]npc_dota_creature_storm_brewling"	"Tempest Acolyte"
"npc_dota_holdout_tower"	"Fagymenedék torony"
"[english]npc_dota_holdout_tower"	"Frosthaven Tower"
"npc_dota_holdout_tower_tier2"	"Fagymenedék torony"
"[english]npc_dota_holdout_tower_tier2"	"Frosthaven Tower"
"npc_dota_holdout_goodguys_fort"	"Frostivus szelleme"
"[english]npc_dota_holdout_goodguys_fort"	"Spirit of Frostivus"
"npc_dota_badguys_tower1_top"	"Főmágus torony"
"[english]npc_dota_badguys_tower1_top"	"Grand Magus Tower"
"DOTA_Holdout_Round_Pinecones"	"A pusztítás magjai"
"[english]DOTA_Holdout_Round_Pinecones"	"Seeds of Destruction"
"DOTA_Holdout_Round_Jakiros"	"A tűz és jég köre"
"[english]DOTA_Holdout_Round_Jakiros"	"A Round of Ice and Fire"
"DOTA_Tooltip_ability_item_upgraded_mortar_Description"	"Maradandó sebzésnövelést ad a célzott toronynak."
"[english]DOTA_Tooltip_ability_item_upgraded_mortar_Description"	"Applies a permanent damage upgrade to the target tower."
"DOTA_Tooltip_ability_item_upgraded_mortar_bonus_per_upgrade"	"TÖBBLETSEBZÉS:"
"[english]DOTA_Tooltip_ability_item_upgraded_mortar_bonus_per_upgrade"	"BONUS DAMAGE:"
"DOTA_Tooltip_ability_item_upgraded_barricade"	"Upgraded Barricade"
"[english]DOTA_Tooltip_ability_item_upgraded_barricade"	"Upgraded Barricade"
"DOTA_Tooltip_ability_item_upgraded_barricade_Description"	"Maradandó páncél- és életerő-növelést ad a célzott toronynak."
"[english]DOTA_Tooltip_ability_item_upgraded_barricade_Description"	"Applies a permanent armor and hitpoint upgrade to the target tower."
"DOTA_Tooltip_ability_item_upgraded_barricade_hp_bonus_per_upgrade"	"BÓNUSZ ÉP:"
"[english]DOTA_Tooltip_ability_item_upgraded_barricade_hp_bonus_per_upgrade"	"BONUS HP:"
"DOTA_Tooltip_ability_item_upgraded_barricade_armor_bonus_per_upgrade"	"PÁNCÉLBÓNUSZ:"
"[english]DOTA_Tooltip_ability_item_upgraded_barricade_armor_bonus_per_upgrade"	"BONUS ARMOR:"
"DOTA_Tooltip_ability_item_book_of_intelligence"	"Scroll of Intelligence"
"[english]DOTA_Tooltip_ability_item_book_of_intelligence"	"Scroll of Intelligence"
"DOTA_Tooltip_ability_item_book_of_intelligence_Description"	"5 maradandó intelligenciabónuszt ad."
"[english]DOTA_Tooltip_ability_item_book_of_intelligence_Description"	"Grants a permanent 5 Intelligence boost."
"DOTA_Tooltip_ability_item_book_of_strength"	"Scroll of Strength"
"[english]DOTA_Tooltip_ability_item_book_of_strength"	"Scroll of Strength"
"DOTA_Tooltip_ability_item_book_of_strength_Description"	"5 maradandó erőbónuszt ad."
"[english]DOTA_Tooltip_ability_item_book_of_strength_Description"	"Grants a permanent 5 Strength boost."
"DOTA_Tooltip_ability_item_book_of_agility"	"Scroll of Agility"
"[english]DOTA_Tooltip_ability_item_book_of_agility"	"Scroll of Agility"
"DOTA_Tooltip_ability_item_book_of_agility_Description"	"5 maradandó ügyességbónuszt ad."
"[english]DOTA_Tooltip_ability_item_book_of_agility_Description"	"Grants a permanent 5 Agility boost."
"DOTA_Tooltip_ability_item_tombstone"	"Csapattárs felélesztése"
"[english]DOTA_Tooltip_ability_item_tombstone"	"Resurrect Teammate"
"DOTA_Chat_Tombstone_Pinged"	"Itt egy elesett csapattárs."
"[english]DOTA_Chat_Tombstone_Pinged"	"Fallen teammate here."
"DOTA_Tooltip_ability_keeper_of_the_light_mana_overload"	"Mana Overload"
"[english]DOTA_Tooltip_ability_keeper_of_the_light_mana_overload"	"Mana Overload"
"DOTA_Tooltip_ability_keeper_of_the_light_mana_overload_Description"	"Tiszta mágiaesszenciával támad egy ellenségre, nagy sebzést okozva. Ha a célpont meghal a támadás során, az energia tovább áramlik, sebezve minden közeli ellenséget."
"[english]DOTA_Tooltip_ability_keeper_of_the_light_mana_overload_Description"	"Assaults an enemy with pure magical essence, causing heavy damage. If they die during the assault, they energy will burst forth, damaging all nearby enemies."
"DOTA_Tooltip_ability_keeper_of_the_light_mana_overload_Lore"	"Ezalor az Ősi Harmóniához fordul, ami erejével maga alá gyűri az ellenséget."
"[english]DOTA_Tooltip_ability_keeper_of_the_light_mana_overload_Lore"	"Ezalor calls upon Primordial harmony, overwhelming his enemies with its power."
"DOTA_Tooltip_ability_keeper_of_the_light_mana_overlord_damage"	"IDŐKÖZÖNKÉNTI SEBZÉS:"
"[english]DOTA_Tooltip_ability_keeper_of_the_light_mana_overlord_damage"	"DAMAGE PER INTERVAL:"
"DOTA_Tooltip_ability_keeper_of_the_light_mana_overlord_think_interval"	"IDŐKÖZ:"
"[english]DOTA_Tooltip_ability_keeper_of_the_light_mana_overlord_think_interval"	"INTERVAL:"
"DOTA_Tooltip_ability_keeper_of_the_light_mana_overlord_explode_damage"	"ROBBANÁSI SEBZÉS:"
"[english]DOTA_Tooltip_ability_keeper_of_the_light_mana_overlord_explode_damage"	"EXPLODE DAMAGE:"
"DOTA_Tooltip_ability_keeper_of_the_light_mana_overlord_explode_radius"	"ROBBANÁSI HATÓSUGÁR:"
"[english]DOTA_Tooltip_ability_keeper_of_the_light_mana_overlord_explode_radius"	"EXPLODE RADIUS:"
"DOTA_Tooltip_ability_monkey_king_jingu_mastery_active"	"Jingu Mastery"
"[english]DOTA_Tooltip_ability_monkey_king_jingu_mastery_active"	"Jingu Mastery"
"DOTA_Tooltip_ability_monkey_king_jingu_mastery_active_Description"	"<font color='#70EA72'>Aktív képesség.</font> Monkey King négy töltetes támadást kap, amiknek többletsebzésük és életlopásuk van."
"[english]DOTA_Tooltip_ability_monkey_king_jingu_mastery_active_Description"	"<font color='#70EA72'>Active ability.</font> Monkey King gains four charged attacks that have bonus damage and lifesteal."
"DOTA_Tooltip_ability_kotl_chakra_burn"	"Chakra Burn"
"[english]DOTA_Tooltip_ability_kotl_chakra_burn"	"Chakra Burn"
"DOTA_Tooltip_ability_kotl_chakra_burn_Description"	"Sebez egy ellenséges egységet és erősen csökkenti a mágiaellenállását."
"[english]DOTA_Tooltip_ability_kotl_chakra_burn_Description"	"Damages an enemy unit and heavily reduces their magic resistance."
"DOTA_Tooltip_ability_kotl_chakra_burn_total_damage"	"ÖSSZES SEBZÉS:"
"[english]DOTA_Tooltip_ability_kotl_chakra_burn_total_damage"	"TOTAL DAMAGE:"
"DOTA_Tooltip_ability_special_bonus_unique_keeper_of_the_light_2"	"+300 Chakra Magic mana/sebzés"
"[english]DOTA_Tooltip_ability_special_bonus_unique_keeper_of_the_light_2"	"+300 Chakra Magic Mana/Damage"
"DOTA_Tooltip_ability_magnataur_skewer_winter"	"Skewer"
"[english]DOTA_Tooltip_ability_magnataur_skewer_winter"	"Skewer"
"DOTA_Tooltip_ability_magnataur_skewer_winter_Description"	"Magnus előrerohan, felkoncolva az ellenséges egységeket hatalmas agyaraival. Az út közben eltalált <font color='#70EA72'>egységeket</font> magával vonszolja a célig, ahol sebződnek és lelassulnak. <font color='#70EA72'>Magnataur bónusz erőt kap minden felnyársalt egység után.</font>"
"[english]DOTA_Tooltip_ability_magnataur_skewer_winter_Description"	"Magnus rushes forward, goring enemy units on his massive tusk. <font color='#70EA72'>Units</font> hit on the way will be dragged to the destination, then damaged and slowed. <font color='#70EA72'>Magnataur gets bonus strength for every unit that he skewers.</font> "
"DOTA_Tooltip_ability_magnataur_skewer_winter_Lore"	"A magnocérosz-szarvak értéke egyenesen arányos az általuk a leendő eladóra jelentett veszély nagyságával."
"[english]DOTA_Tooltip_ability_magnataur_skewer_winter_Lore"	"Magnoceros horns are valuable in direct proportion to their danger to prospective merchants."
"DOTA_Tooltip_ability_magnataur_skewer_winter_Note0"	"Varázsimmunis egységekre nem hat."
"[english]DOTA_Tooltip_ability_magnataur_skewer_winter_Note0"	"Doesn't affect Spell Immune units."
"DOTA_Tooltip_ability_magnataur_skewer_winter_skewer_speed"	"SEBESSÉG:"
"[english]DOTA_Tooltip_ability_magnataur_skewer_winter_skewer_speed"	"SPEED:"
"DOTA_Tooltip_ability_magnataur_skewer_winter_skewer_damage"	"SEBZÉS:"
"[english]DOTA_Tooltip_ability_magnataur_skewer_winter_skewer_damage"	"DAMAGE:"
"DOTA_Tooltip_ability_magnataur_reverse_polarity_winter_Description"	"Magnus megváltoztatja az anyag tulajdonságait, magához szívva a maga előtt a közelben levő összes ellenséget, majd egy erős ütéssel bénítja és sebzi őket."
"[english]DOTA_Tooltip_ability_magnataur_reverse_polarity_winter_Description"	"Magnus changes properties of matter, sucking all nearby enemies in front of him and stunning them with a powerful slam and dealing damage."
"DOTA_Tooltip_ability_magnataur_reverse_polarity_winter_Lore"	"Magnus a kitörő Joerlak-hegy haragjával sújt le."
"[english]DOTA_Tooltip_ability_magnataur_reverse_polarity_winter_Lore"	"Magnus fights with the fury of the erupting Mt. Joerlak."
"DOTA_Tooltip_ability_magnataur_reverse_polarity_winter_Note0"	"A magatehetetlenség és a húzás áthatol a varázsimmunitáson."
"[english]DOTA_Tooltip_ability_magnataur_reverse_polarity_winter_Note0"	"Disable and pull work through spell immunity."
"DOTA_Tooltip_ability_magnataur_reverse_polarity_winter_pull_radius"	"HÚZÁS SUGARA:"
"[english]DOTA_Tooltip_ability_magnataur_reverse_polarity_winter_pull_radius"	"PULL RADIUS:"
"DOTA_Tooltip_ability_magnataur_reverse_polarity_winter_polarity_damage"	"<font color='#70EA72'>SEBZÉS:</font>"
