"lang"
{
"Language"	"greek"
"DOTA_Holdout_Award_WickedSick_Desc"	"έχει σερί 500 σκοτωμών χωρίς να πεθάνει"
"[english]DOTA_Holdout_Award_WickedSick_Desc"	" has a streak of 500 kills without dying "
"DOTA_Holdout_Award_MonsterKill_Title"	"Τερατώδης σκοτωμός"
"[english]DOTA_Holdout_Award_MonsterKill_Title"	"Monster Kill"
"DOTA_Holdout_Award_MonsterKill_Desc"	"έχει σερί 600 σκοτωμών χωρίς να πεθάνει"
"[english]DOTA_Holdout_Award_MonsterKill_Desc"	" has a streak of 600 kills without dying "
"DOTA_Holdout_Award_GodLike_Title"	"Θεϊκός"
"[english]DOTA_Holdout_Award_GodLike_Title"	"Godlike"
"DOTA_Holdout_Award_GodLike_Desc"	"έχει σερί 700 σκοτωμών χωρίς να πεθάνει"
"[english]DOTA_Holdout_Award_GodLike_Desc"	" has a streak of 700 kills without dying "
"DOTA_Holdout_Award_Beyond_GodLike_Title"	"Πέρα από Θεϊκός"
"[english]DOTA_Holdout_Award_Beyond_GodLike_Title"	"Beyond Godlike"
"DOTA_Holdout_Award_Beyond_GodLike_Desc"	"έχει σερί 800 σκοτωμών χωρίς να πεθάνει"
"[english]DOTA_Holdout_Award_Beyond_GodLike_Desc"	" has a streak of 800 kills without dying "
"DOTA_Holdout_Award_UltraKill_Title"	"Υπερσκοτωμός"
"[english]DOTA_Holdout_Award_UltraKill_Title"	"Ultra Kill"
"DOTA_Holdout_Award_UltraKill_Desc"	" σκότωσε 25 ή περισσότερες μονάδες σε λίγο χρόνο"
"[english]DOTA_Holdout_Award_UltraKill_Desc"	" killed 25 or more creeps in a short time "
"DOTA_Holdout_Award_Rampage_Title"	"ΜΑΚΕΛΕΙΟ"
"[english]DOTA_Holdout_Award_Rampage_Title"	"RAMPAGE"
"DOTA_Holdout_Award_Rampage_Desc"	" σκότωσε 50 ή περισσότερες μονάδες σε λίγο χρόνο"
"[english]DOTA_Holdout_Award_Rampage_Desc"	" killed 50 or more creeps in a short time "
"DOTA_Tooltip_Ability_item_health_potion"	"Φίλτρο ζωής"
"[english]DOTA_Tooltip_Ability_item_health_potion"	"Health Potion"
"DOTA_Tooltip_Ability_item_mana_potion"	"Φίλτρο ενέργειας"
"[english]DOTA_Tooltip_Ability_item_mana_potion"	"Mana Potion"
"Frosthaven_KilledByCreature"	"Ο {s:player_name} σκοτώθηκε από <font color='#FF5050'>{s:locstring_value}!</font>"
"[english]Frosthaven_KilledByCreature"	"{s:player_name} was killed by <font color='#FF5050'>{s:locstring_value}!</font>"
"Frosthaven_PickedUpGift"	"Ο {s:player_name} σήκωσε ένα αναλώσιμο «<font color='#FFCC00'>{s:locstring_value}</font>» για την ομάδα σας!"
"[english]Frosthaven_PickedUpGift"	"{s:player_name} picked up a <font color='#FFCC00'>{s:locstring_value}</font> consumable for your team!"
"Frosthaven_PlayerHelpedReviveAlly"	"Ο {s:player_name} βοήθησε στην αναβίωση του <font color='#00CC66'>{s:locstring_value}!</font>"
"[english]Frosthaven_PlayerHelpedReviveAlly"	"{s:player_name} helped revive <font color='#00CC66'>{s:locstring_value}!</font>"
"DOTA_Tooltip_Ability_infernal_siege_fireball"	"Siege Fireball"
"[english]DOTA_Tooltip_Ability_infernal_siege_fireball"	"Siege Fireball"
"DOTA_Tooltip_Ability_infernal_siege_fireball_Description"	"Εκτοξεύει μια μπάλα καταστροφής, καλύπτοντας το έδαφος με διαβολική φωτιά"
"[english]DOTA_Tooltip_Ability_infernal_siege_fireball_Description"	"Launches a ball of destruction, coating the ground with infernal fire"
"DOTA_Tooltip_Ability_doomling_doom"	"Doom Cometh"
"[english]DOTA_Tooltip_Ability_doomling_doom"	"Doom Cometh"
"DOTA_Tooltip_Ability_doomling_doom_Description"	"Προκαλεί σιγή ικανοτήτων και αντικειμένων και προκαλεί ζημιά σε μια μικρή διάρκεια"
"[english]DOTA_Tooltip_Ability_doomling_doom_Description"	"Silences, mutes and deals damage over a short duration"
"DOTA_Tooltip_Ability_creature_doomling_doom_passive"	"Impending Doom"
"[english]DOTA_Tooltip_Ability_creature_doomling_doom_passive"	"Impending Doom"
"DOTA_Tooltip_Ability_creature_doomling_doom_passive_Description"	"Προσθέτει μια φόρτιση Impending Doom με κάθε επιτυχημένο χτύπημα"
"[english]DOTA_Tooltip_Ability_creature_doomling_doom_passive_Description"	"Adds a stack of Impending Doom on each successful hit"
"DOTA_Tooltip_Ability_creature_doomling_scorched_earth"	"Scorched Earth"
"[english]DOTA_Tooltip_Ability_creature_doomling_scorched_earth"	"Scorched Earth"
"DOTA_Tooltip_Ability_creature_doomling_scorched_earth_Description"	"Προκαλεί ζημιά διαρκείας γύρω από αυτή τη μονάδα"
"[english]DOTA_Tooltip_Ability_creature_doomling_scorched_earth_Description"	"Deals damage over time surrounding this unit"
"DOTA_Tooltip_modifier_impending_doom"	"Impending Doom"
"[english]DOTA_Tooltip_modifier_impending_doom"	"Impending Doom"
"DOTA_Tooltip_modifier_impending_doom_Description"	"Όταν αυτός ο μετρητής φτάσει το 10, κάτι κακό θα συμβεί.."
"[english]DOTA_Tooltip_modifier_impending_doom_Description"	"When this counter reaches 10, something bad will happen.."
"DOTA_Tooltip_Ability_creature_large_storm_spirit_ball_lightning"	"Tempest Travel"
"[english]DOTA_Tooltip_Ability_creature_large_storm_spirit_ball_lightning"	"Tempest Travel"
"DOTA_Tooltip_Ability_creature_large_storm_spirit_ball_lightning_Description"	"
"
"[english]DOTA_Tooltip_Ability_creature_large_storm_spirit_ball_lightning_Description"	""
"DOTA_Tooltip_Ability_creature_large_storm_spirit_electric_vortex"	"Electric Typhoon"
"[english]DOTA_Tooltip_Ability_creature_large_storm_spirit_electric_vortex"	"Electric Typhoon"
"DOTA_Tooltip_Ability_creature_large_storm_spirit_electric_vortex_Description"	"
"
"[english]DOTA_Tooltip_Ability_creature_large_storm_spirit_electric_vortex_Description"	""
"DOTA_Tooltip_Ability_creature_mini_zeus_static_field"	"Static Field Override"
"[english]DOTA_Tooltip_Ability_creature_mini_zeus_static_field"	"Static Field Override"
"DOTA_Tooltip_Ability_creature_mini_zeus_static_field_Description"	"
"
"[english]DOTA_Tooltip_Ability_creature_mini_zeus_static_field_Description"	""
"DOTA_Tooltip_Ability_creature_mini_zeus_lightning_bolt"	"Lightning Bolt"
"[english]DOTA_Tooltip_Ability_creature_mini_zeus_lightning_bolt"	"Lightning Bolt"
"DOTA_Tooltip_Ability_creature_mini_zeus_lightning_bolt_Description"	"
"
"[english]DOTA_Tooltip_Ability_creature_mini_zeus_lightning_bolt_Description"	""
"DOTA_Tooltip_tower_fortification_modifier"	"Fortification"
"[english]DOTA_Tooltip_tower_fortification_modifier"	"Fortification"
"npc_dota_pinecone_champion"	"Pinecone Champ"
"[english]npc_dota_pinecone_champion"	"Pinecone Champ"
"npc_dota_pinecone_warrior"	"Pinecone Warrior"
"[english]npc_dota_pinecone_warrior"	"Pinecone Warrior"
"npc_dota_creature_small_ogre_seal"	"Baby Ogre Seal"
"[english]npc_dota_creature_small_ogre_seal"	"Baby Ogre Seal"
"npc_dota_creature_large_ogre_seal"	"Grumpy Ogre Seal"
"[english]npc_dota_creature_large_ogre_seal"	"Grumpy Ogre Seal"
"npc_dota_creature_doomling"	"The Unheralded"
"[english]npc_dota_creature_doomling"	"The Unheralded"
"npc_dota_creature_doomling_champion"	"Archfiend"
"[english]npc_dota_creature_doomling_champion"	"Archfiend"
"npc_dota_creature_forge_tank"	"Infernal Djinn"
"[english]npc_dota_creature_forge_tank"	"Infernal Djinn"
"npc_dota_creature_tusk_skeleton"	"Odobenus Footman"
"[english]npc_dota_creature_tusk_skeleton"	"Odobenus Footman"
"npc_dota_creature_spectral_tusk_mage"	"Odobenus Frost Mage"
"[english]npc_dota_creature_spectral_tusk_mage"	"Odobenus Frost Mage"
"npc_dota_undead_tusk_tombstone"	"Odobenus Tombstone"
"[english]npc_dota_undead_tusk_tombstone"	"Odobenus Tombstone"
"npc_dota_sled_penguin"	"Peng-wing"
"[english]npc_dota_sled_penguin"	"Peng-wing"
"npc_dota_coin_pinata"	"Frosty Friend"
"[english]npc_dota_coin_pinata"	"Frosty Friend"
"npc_dota_creature_broodmother"	"Mother of Spiders"
"[english]npc_dota_creature_broodmother"	"Mother of Spiders"
"npc_dota_creature_huge_broodmother"	"Monstrous Glutton"
"[english]npc_dota_creature_huge_broodmother"	"Monstrous Glutton"
"npc_dota_creature_broodmother_baby"	"Tiny Spiderling"
"[english]npc_dota_creature_broodmother_baby"	"Tiny Spiderling"
"npc_dota_creature_broodmother_baby_b"	"Small Spiderling"
"[english]npc_dota_creature_broodmother_baby_b"	"Small Spiderling"
"npc_dota_creature_broodmother_baby_c"	"Spiderling"
"[english]npc_dota_creature_broodmother_baby_c"	"Spiderling"
"npc_dota_creature_broodmother_baby_d"	"Unwelcome Houseguest"
"[english]npc_dota_creature_broodmother_baby_d"	"Unwelcome Houseguest"
"npc_dota_creature_wolf"	"Dire Wolf"
"[english]npc_dota_creature_wolf"	"Dire Wolf"
"npc_dota_creature_medium_spectre"	"Soul Ascendant"
"[english]npc_dota_creature_medium_spectre"	"Soul Ascendant"
"npc_dota_creature_frostbitten_melee"	"Frostbitten Revenant"
"[english]npc_dota_creature_frostbitten_melee"	"Frostbitten Revenant"
"npc_dota_creature_ginger_rosh"	"Gingerbread Baby Roshan"
"[english]npc_dota_creature_ginger_rosh"	"Gingerbread Baby Roshan"
"npc_dota_creature_large_elder_titan"	"World Ender"
"[english]npc_dota_creature_large_elder_titan"	"World Ender"
"npc_dota_creature_medium_ancient_apparition"	"Kaldr's Hallucination"
"[english]npc_dota_creature_medium_ancient_apparition"	"Kaldr's Hallucination"
"npc_dota_creature_storegga"	"Ancient Frostgiant"
"[english]npc_dota_creature_storegga"	"Ancient Frostgiant"
"npc_dota_creature_small_storegga"	"Little Rock"
"[english]npc_dota_creature_small_storegga"	"Little Rock"
"npc_dota_creature_multiplying_eidelon"	"Mitosis Eidelon"
"[english]npc_dota_creature_multiplying_eidelon"	"Mitosis Eidelon"
"npc_dota_creature_jakiro"	"Pyrexae Vexer"
"[english]npc_dota_creature_jakiro"	"Pyrexae Vexer"
"npc_dota_creature_arc_warden_support"	"Arc Blossom"
"[english]npc_dota_creature_arc_warden_support"	"Arc Blossom"
"npc_dota_creature_arc_warden_attacker"	"Tree Warden"
"[english]npc_dota_creature_arc_warden_attacker"	"Tree Warden"
"npc_dota_creature_kobold_overboss"	"Kobold"
"[english]npc_dota_creature_kobold_overboss"	"Kobold"
"npc_dota_creature_snowball_tuskar"	"Cobalt Bruiser"
"[english]npc_dota_creature_snowball_tuskar"	"Cobalt Bruiser"
"npc_dota_creature_tiny_rubick"	"Mini-Magus"
"[english]npc_dota_creature_tiny_rubick"	"Mini-Magus"
"npc_dota_creature_rubick_melee_creep"	"Golem of the Grand Magus"
"[english]npc_dota_creature_rubick_melee_creep"	"Golem of the Grand Magus"
"npc_dota_hero_rubick"	"The Grand Magus"
"[english]npc_dota_hero_rubick"	"The Grand Magus"
"npc_dota_creature_large_storm_spirit"	"Spirit of the Tempest"
"[english]npc_dota_creature_large_storm_spirit"	"Spirit of the Tempest"
"npc_dota_creature_mini_zeus"	"Thunder God"
"[english]npc_dota_creature_mini_zeus"	"Thunder God"
"npc_dota_creature_storm_brewling"	"Tempest Acolyte"
"[english]npc_dota_creature_storm_brewling"	"Tempest Acolyte"
"npc_dota_holdout_tower"	"Πύργος Frosthaven"
"[english]npc_dota_holdout_tower"	"Frosthaven Tower"
"npc_dota_holdout_tower_tier2"	"Πύργος Frosthaven"
"[english]npc_dota_holdout_tower_tier2"	"Frosthaven Tower"
"npc_dota_holdout_goodguys_fort"	"Πνεύμα του Frostivus"
"[english]npc_dota_holdout_goodguys_fort"	"Spirit of Frostivus"
"npc_dota_badguys_tower1_top"	"Πύργος Grand Magus"
"[english]npc_dota_badguys_tower1_top"	"Grand Magus Tower"
"npc_dota_pugna_ward_winter"	"Saprophytic Ward"
"[english]npc_dota_pugna_ward_winter"	"Saprophytic Ward"
"DOTA_Holdout_Round_Pinecones"	"Σπόροι καταστροφής"
"[english]DOTA_Holdout_Round_Pinecones"	"Seeds of Destruction"
"DOTA_Holdout_Round_Skeletons"	"Κρύο ως το κόκκαλο"
"[english]DOTA_Holdout_Round_Skeletons"	"Got A Bonechip On My Shoulder"
"DOTA_Holdout_Round_Jakiros"	"Γύρος πάγου και φωτιάς"
"[english]DOTA_Holdout_Round_Jakiros"	"A Round of Ice and Fire"
"DOTA_Holdout_Round_Ogre_Seals"	"Μοιραίες φώκιες"
"[english]DOTA_Holdout_Round_Ogre_Seals"	"We'll Seal Your Fate"
"DOTA_Holdout_Round_Bonus1"	"Μπαντιές με πιγκουίνους"
"[english]DOTA_Holdout_Round_Bonus1"	"Poppin' Fresh Snow Goons"
"DOTA_Holdout_Round_Bonus1_Description"	"Τσουλήστε με τον πιγκουίνο σας και σπάστε χιονάνθρωπους με λεφτά."
"[english]DOTA_Holdout_Round_Bonus1_Description"	"Ride your penguin to smash into the Snow Goon Piñatas."
"DOTA_Holdout_Round_Forge_Tanks"	"Διαολεμένη φασαρία"
"[english]DOTA_Holdout_Round_Forge_Tanks"	"An Infernal Racket"
"DOTA_Holdout_Round_Broodmothers"	"Τσιμπούσι για τα μικρά μας"
"[english]DOTA_Holdout_Round_Broodmothers"	"A Feast For Our Babies"
"DOTA_Holdout_Round_Spectre"	"Όχι αυτό που περίμενες;"
"[english]DOTA_Holdout_Round_Spectre"	"Not What You Exspectred?"
"DOTA_Holdout_Round_Tusks"	"Έρχεται παγετός"
"[english]DOTA_Holdout_Round_Tusks"	"Snowstorm's A-Comin'"
"DOTA_Holdout_Round_Bonus2"	"Σπάστε τα γλυκά!"
"[english]DOTA_Holdout_Round_Bonus2"	"Gingersnap 'em Up!"
"DOTA_Holdout_Round_Bonus2_Description"	"Αυτά τα μικρά τερατάκια θέλουν λίγο ξύλο μέχρι να αφήσουν τον Frostivus χρυσό τους."
"[english]DOTA_Holdout_Round_Bonus2_Description"	"These little monsters will take a beating before they give up their Frostivus Gold."
"DOTA_Holdout_Round_ElderTitan"	"Σεβαστείτε τους γηραιότερους"
"[english]DOTA_Holdout_Round_ElderTitan"	"Respect Your Elders"
"DOTA_Holdout_Round_Storegga"	"Πέτρινη χιονοστιβάδα"
"[english]DOTA_Holdout_Round_Storegga"	"Are You Ready To Rubble?"
"DOTA_Holdout_Round_StormSpirit"	"Χειμερινή καταιγίδα"
"[english]DOTA_Holdout_Round_StormSpirit"	"Storm Clouds Keep Fallin'"
"DOTA_Holdout_Round_ArcWardens"	"Φύλακες των δέντρων"
"[english]DOTA_Holdout_Round_ArcWardens"	"Hark! Wardens"
"DOTA_Holdout_Round_Rubick"	"Ο χορός του Μέγα Μάγου"
"[english]DOTA_Holdout_Round_Rubick"	"The Great Magus Caper"
"DOTA_Tooltip_ability_item_upgraded_mortar"	"Upgraded Mortar"
"[english]DOTA_Tooltip_ability_item_upgraded_mortar"	"Upgraded Mortar"
"DOTA_Tooltip_ability_item_upgraded_mortar_Description"	"Αυξάνει μόνιμα τη ζημιά στον επιλεγμένο πύργο."
"[english]DOTA_Tooltip_ability_item_upgraded_mortar_Description"	"Applies a permanent damage upgrade to the target tower."
"DOTA_Tooltip_ability_item_upgraded_mortar_bonus_per_upgrade"	"ΕΠΙΠΛΕΟΝ ΖΗΜΙΑ:"
"[english]DOTA_Tooltip_ability_item_upgraded_mortar_bonus_per_upgrade"	"BONUS DAMAGE:"
"DOTA_Tooltip_ability_item_upgraded_barricade"	"Upgraded Barricade"
"[english]DOTA_Tooltip_ability_item_upgraded_barricade"	"Upgraded Barricade"
"DOTA_Tooltip_ability_item_upgraded_barricade_Description"	"Αυξάνει μόνιμα την άμυνα και τη ζωή του επιλεγμένου πύργου."
"[english]DOTA_Tooltip_ability_item_upgraded_barricade_Description"	"Applies a permanent armor and hitpoint upgrade to the target tower."
"DOTA_Tooltip_ability_item_upgraded_barricade_hp_bonus_per_upgrade"	"ΕΠΙΠΛΕΟΝ ΖΩΗ:"
"[english]DOTA_Tooltip_ability_item_upgraded_barricade_hp_bonus_per_upgrade"	"BONUS HP:"
"DOTA_Tooltip_ability_item_upgraded_barricade_armor_bonus_per_upgrade"	"ΕΠΙΠΛΕΟΝ ΑΜΥΝΑ:"
"[english]DOTA_Tooltip_ability_item_upgraded_barricade_armor_bonus_per_upgrade"	"BONUS ARMOR:"
"DOTA_Tooltip_ability_item_book_of_intelligence"	"Πάπυρος Ευφυΐας"
"[english]DOTA_Tooltip_ability_item_book_of_intelligence"	"Scroll of Intelligence"
"DOTA_Tooltip_ability_item_book_of_intelligence_Description"	"Παρέχει μόνιμα 5 επιπλέον ευφυΐα."
"[english]DOTA_Tooltip_ability_item_book_of_intelligence_Description"	"Grants a permanent 5 Intelligence boost."
"DOTA_Tooltip_ability_item_book_of_strength"	"Πάπυρος Δύναμης"
"[english]DOTA_Tooltip_ability_item_book_of_strength"	"Scroll of Strength"
"DOTA_Tooltip_ability_item_book_of_strength_Description"	"Παρέχει μόνιμα 5 επιπλέον δύναμη."
"[english]DOTA_Tooltip_ability_item_book_of_strength_Description"	"Grants a permanent 5 Strength boost."
"DOTA_Tooltip_ability_item_book_of_agility"	"Πάπυρος Σβελτάδας"
"[english]DOTA_Tooltip_ability_item_book_of_agility"	"Scroll of Agility"
"DOTA_Tooltip_ability_item_book_of_agility_Description"	"Παρέχει μόνιμα 5 επιπλέον σβελτάδα."
"[english]DOTA_Tooltip_ability_item_book_of_agility_Description"	"Grants a permanent 5 Agility boost."
"DOTA_Tooltip_ability_item_tombstone"	"Αναβίωση συμμάχου"
"[english]DOTA_Tooltip_ability_item_tombstone"	"Resurrect Teammate"
"DOTA_Chat_Tombstone_Pinged"	"Νεκρός συμπαίκτης εδώ."
"[english]DOTA_Chat_Tombstone_Pinged"	"Fallen teammate here."
"DOTA_Tooltip_ability_keeper_of_the_light_mana_overload"	"Mana Overload"
"[english]DOTA_Tooltip_ability_keeper_of_the_light_mana_overload"	"Mana Overload"
"DOTA_Tooltip_ability_keeper_of_the_light_mana_overload_Description"	"Επιτίθεται σε έναν εχθρό με καθαρή μαγική ουσία, προκαλώντας πολλή ζημιά. Αν ο εχθρός πεθάνει κατά τη διάρκεια της επίθεσης, η ενέργεια εκτοξεύεται προκαλώντας ζημιά σε όλους τους κοντινούς εχθρούς."
"[english]DOTA_Tooltip_ability_keeper_of_the_light_mana_overload_Description"	"Assaults an enemy with pure magical essence, causing heavy damage. If they die during the assault, they energy will burst forth, damaging all nearby enemies."
"DOTA_Tooltip_ability_keeper_of_the_light_mana_overload_Lore"	"Ο Ezalor καλεί την Αρχέγονη αρμονία, συντρίβοντας τους εχθρούς του με τη δύναμή της."
"[english]DOTA_Tooltip_ability_keeper_of_the_light_mana_overload_Lore"	"Ezalor calls upon Primordial harmony, overwhelming his enemies with its power."
"DOTA_Tooltip_ability_keeper_of_the_light_mana_overlord_damage"	"ΖΗΜΙΑ ΑΝΑ ΠΑΛΜΟ:"
