"lang"
{
	"Language"		"English"
		"DOTA_Tooltip_modifier_item_preserved_skull_effect"						"Conjuration Aura"
		"DOTA_Tooltip_modifier_item_preserved_skull_effect_Description"			"Gaining bonus mana regen and cooldown reduction."

		"DOTA_Tooltip_ability_item_treads_of_ermacor"							"<font color=\"#4ae0bf\">Treads of Ermacor</font>"
		"DOTA_Tooltip_ability_item_treads_of_ermacor_Description"				"Required Level: %required_level%\n\nFlat movement speed bonuses from multiple pairs of boots do not stack."
		"DOTA_Tooltip_ability_item_treads_of_ermacor_Lore"						"With the Pathfinder's blessing, we shall find a way."
		"DOTA_Tooltip_ability_item_treads_of_ermacor_bonus_movement_speed"		"BONUS MOVEMENT SPEED:"
		"DOTA_Tooltip_ability_item_treads_of_ermacor_bonus_attack_speed"		"BONUS ATTACK SPEED:"
		"DOTA_Tooltip_ability_item_treads_of_ermacor_bonus_all_stats"			"BONUS ALL STATS:"

		"DOTA_Tooltip_ability_item_rhyziks_eye"							"<font color=\"#4ae0bf\">Rhyzik's Eye</font>"
		"DOTA_Tooltip_ability_item_rhyziks_eye_Description"				"Required Level: %required_level%\n"
		"DOTA_Tooltip_ability_item_rhyziks_eye_Lore"					"There is power in the eye of the Corruptor."
		"DOTA_Tooltip_ability_item_rhyziks_eye_bonus_all_stats"			"BONUS ALL STATS:"
		"DOTA_Tooltip_ability_item_rhyziks_eye_bonus_damage_pct"		"%BONUS DAMAGE:"
		"DOTA_Tooltip_ability_item_rhyziks_eye_damage_reduction"		"%INCOMING DAMAGE REDUCTION:"
		"DOTA_Tooltip_ability_item_rhyziks_eye_mana_regen_sec"			"BONUS MANA REGEN:"
		"DOTA_Tooltip_ability_item_rhyziks_eye_hp_regen_sec"			"BONUS HP REGEN:"

		"DOTA_Tooltip_ability_item_guardian_shell"							"<font color=\"#4ae0bf\">Guardian Shell</font>"
		"DOTA_Tooltip_ability_item_guardian_shell_Description"				"Required Level: %required_level%\n\nPassive: Unwavering - Movement Speed cannot be slowed and wearer cannot be rooted."
		"DOTA_Tooltip_ability_item_guardian_shell_Lore"						"Push ever onward, unburdened by mortal cares."
		"DOTA_Tooltip_ability_item_guardian_shell_bonus_armor"				"BONUS ARMOR:"
		"DOTA_Tooltip_ability_item_guardian_shell_magic_resistance"			"%BONUS MAGIC RESISTANCE:"

		"DOTA_Tooltip_ability_item_watchers_gaze"							"<font color=\"#4ae0bf\">Watcher's Gaze</font>"
		"DOTA_Tooltip_ability_item_watchers_gaze_Description"				"Required Level: %required_level%\n\nActive: Stone Gaze - Enemies within your frontal cone are turned to stone and take additional physical damage.\n"
		"DOTA_Tooltip_ability_item_watchers_gaze_Lore"						"Look upon thine enemies and see them petrify before you."
		"DOTA_Tooltip_ability_item_watchers_gaze_bonus_stats"				"BONUS ALL STATS:"

		"DOTA_Tooltip_ability_item_carapace_of_qaldin"						"<font color=\"#4ae0bf\">Carapace of Qaldin</font>"
		"DOTA_Tooltip_ability_item_carapace_of_qaldin_Description"			"Required Level: %required_level%\n\nPassive: Acidic Regeneration - All mana and health gained are doubled, and a percentage of all damage taken is reflected back upon the attacker.\n"
		"DOTA_Tooltip_ability_item_carapace_of_qaldin_Lore"					"Let them attack you, for each blow comes at a blood price."
		"DOTA_Tooltip_ability_item_carapace_of_qaldin_bonus_hp"				"BONUS HP:"
		"DOTA_Tooltip_ability_item_carapace_of_qaldin_bonus_mana"			"BONUS MANA:"
		"DOTA_Tooltip_ability_item_carapace_of_qaldin_bonus_restore_pct"	"%BONUS RESTORE:"
		"DOTA_Tooltip_ability_item_carapace_of_qaldin_damage_return_pct"	"%DAMAGE RETURNED:"

		"DOTA_Tooltip_ability_item_the_caustic_finale"						"<font color=\"#4ae0bf\">The Caustic Finale</font>"
		"DOTA_Tooltip_ability_item_the_caustic_finale_Description"			"Required Level: %required_level%\n\nPassive: Caustic Finale - Attacks reduce a percentage of the target's armor.  This effect stacks up to %max_stack_count% times.  If the target dies under this effect, it explodes, dealing damage in an area of effect.\n"
		"DOTA_Tooltip_ability_item_the_caustic_finale_Lore"					"The caustic gift is always paid forward."
		"DOTA_Tooltip_ability_item_the_caustic_finale_bonus_damage"							"BONUS DAMAGE:"
		"DOTA_Tooltip_ability_item_the_caustic_finale_bonus_attack_speed"					"BONUS ATTACK SPEED:"
		"DOTA_Tooltip_ability_item_the_caustic_finale_caustic_armor_reduction_pct"			"%ARMOR REDUCTION PER STACK:"
		"DOTA_Tooltip_ability_item_the_caustic_finale_caustic_radius"						"CAUSTIC RADIUS:"
		"DOTA_Tooltip_ability_item_the_caustic_finale_caustic_damage"						"CAUSTIC DAMAGE:"
		"DOTA_Tooltip_ability_item_the_caustic_finale_max_stack_count"						"MAX STACK COUNT:"

		"DOTA_Tooltip_ability_item_winter_embrace"							"<font color=\"#4ae0bf\">Winter's Embrace</font>"
		"DOTA_Tooltip_ability_item_winter_embrace_Description"				"Required Level: %required_level%\n\nPhysical attackers have their attack speed and movement speed slowed for %slow_duration% seconds.\n"
		"DOTA_Tooltip_ability_item_winter_embrace_Lore"					"Who's the number one now?"
		"DOTA_Tooltip_ability_item_winter_embrace_bonus_intelligence"			"BONUS INTELLIGENCE:"
		"DOTA_Tooltip_ability_item_winter_embrace_bonus_armor"					"BONUS ARMOR:"

		"DOTA_Tooltip_ability_item_ice_dragon_maw"							"<font color=\"#4ae0bf\">Ice Dragon Maw</font>"
		"DOTA_Tooltip_ability_item_ice_dragon_maw_Description"				"Required Level: %required_level%\n\nYour attacks have a %chance_to_freeze%%% chance to freeze the target for %freeze_duration% seconds.\n"
		"DOTA_Tooltip_ability_item_ice_dragon_maw_Lore"						"Here's frost in your eye!"
		"DOTA_Tooltip_ability_item_ice_dragon_maw_bonus_attack_range"		"BONUS ATTACK RANGE(RANGED ONLY):"
		"DOTA_Tooltip_ability_item_ice_dragon_maw_bonus_damage"				"BONUS DAMAGE:"

		"DOTA_Tooltip_ability_item_precious_egg"							"<font color=\"#4ae0bf\">Precious Egg</font>"
		"DOTA_Tooltip_ability_item_precious_egg_Description"				"Required Level: %required_level%\n\nIf an attack would deal lethal damage, it has a %chance_to_resist_death%%% chance to leave the wearer at 1 health.\n"
		"DOTA_Tooltip_ability_item_precious_egg_Lore"						"Ancient eldwurms, in their search to acquire knowledge, have learned techniques for staving off the loss of life's breath."
		"DOTA_Tooltip_ability_item_precious_egg_bonus_all_stats"			"BONUS ALL STATS:"

		"DOTA_Tooltip_ability_item_craggy_coat"								"<font color=\"#4ae0bf\">Craggy Coat</font>"
		"DOTA_Tooltip_ability_item_craggy_coat_Description"				"Required Level: %required_level%\n\nWhen the wearer takes damage, there is a %boulder_chance%%% to retaliate with a thrown boulder, which deals %boulder_damage% and stuns for %boulder_stun_duration% seconds.\n"
		"DOTA_Tooltip_ability_item_craggy_coat_Lore"						"Just a stone's throw away."
		"DOTA_Tooltip_ability_item_craggy_coat_bonus_strength"				"BONUS STRENGTH:"
		"DOTA_Tooltip_ability_item_craggy_coat_bonus_armor"					"BONUS ARMOR:"

		"DOTA_Tooltip_ability_item_stonework_pendant"								"<font color=\"#4ae0bf\">Stonework Pendant</font>"
		"DOTA_Tooltip_ability_item_stonework_pendant_Description"				"Required Level: %required_level%\n\nSpells now cost hit points equal to 2x their mana cost, and the wearer gains bonus hit points and health regen equal to the size of their mana pool and mana regen.\n"
		"DOTA_Tooltip_ability_item_stonework_pendant_Lore"						"You CAN get blood from a stone."
		"DOTA_Tooltip_ability_item_stonework_pendant_spell_lifesteal"				"%SPELL LIFESTEAL:"

		"DOTA_Tooltip_ability_item_gravel_foot"								"<font color=\"#4ae0bf\">Gravel Foot</font>"
		"DOTA_Tooltip_ability_item_gravel_foot_Description"					"Required Level: %required_level%\n\n"
		"DOTA_Tooltip_ability_item_gravel_foot_Lore"						"Find sure footing on any terrain."
		"DOTA_Tooltip_ability_item_gravel_foot_bonus_movement_speed"		"BONUS MOVEMENT SPEED:"
		"DOTA_Tooltip_ability_item_gravel_foot_bonus_all_stats"				"BONUS ALL STATS:"
		"DOTA_Tooltip_ability_item_gravel_foot_bonus_hp_regen"				"BONUS HP REGEN:"
		"DOTA_Tooltip_ability_item_gravel_foot_damage_block"				"DAMAGE BLOCK:"


		"DOTA_Tooltip_modifier_book_of_strength"							"Book of Strength"
		"DOTA_Tooltip_modifier_book_of_strength_Description"				"Strength gained from consumed Books."
		"DOTA_Tooltip_modifier_book_of_agility"								"Book of Agility"
		"DOTA_Tooltip_modifier_book_of_agility_Description"					"Agility gained from consumed Books."
		"DOTA_Tooltip_modifier_book_of_intelligence"						"Book of Intelligence"
		"DOTA_Tooltip_modifier_book_of_intelligence_Description"			"Intelligence gained from consumed Books."

		"DOTA_Tooltip_modifier_sand_king_boss_caustic_finale"				"Caustic Finale"
		"DOTA_Tooltip_modifier_sand_king_boss_caustic_finale_Description"	"Each stack reduces armor by 10%%."

		"DOTA_Tooltip_ability_item_tombstone"								"Resurrect Teammate"
		"DOTA_Chat_Tombstone_Pinged"										"Fallen teammate here."
		"Popup_UsingOrbOfPassage"											"Opened With Orb of Passage"
		"DOTA_Tooltip_ability_item_orb_of_passage"							"Orb of Passage"

		"Dungeon_FoundChestItem"											"{s:player_name} found a treasure containing: {s:locstring_value}"
		"Dungeon_FoundChestGold"											"{s:player_name} found a treasure containing: <font color='#ffd825'>{d:int_value}</font><panel class='CombatEventGoldIcon'/>"
		"Dungeon_FoundChestTrap"											"{s:player_name} found a treasure containing: <font color='#ffd825'>{s:locstring_value}</font>!"
		"Dungeon_FoundLifeRune"												"{s:player_name} found a {s:locstring_value}!"
		"Dungeon_FoundNewRelic"												"{s:player_name} found a new Artifact: <font color='#4ae0bf'>{s:locstring_value}</font>!"
		"Dungeon_KilledByCreature"											"{s:player_name} was killed by {s:locstring_value}"
		"Dungeon_ReachedCheckpoint"											"{s:player_name} reached a new checkpoint!"
		"Dungeon_KeyItem"													"{s:player_name} found a Key Item: {s:locstring_value}!"
		"Dungeon_FoundArtifactCoins"										"{s:player_name} found <font color='#ffd825'>{d:int_value}</font> <font color='#4ae0bf'>Artifact Coin(s)</font> for the team!"
		"Dungeon_ZoneCompleteArtifactCoins"									"<panel class='GlyphIcon'/>The team found <font color='#ffd825'>{d:int_value}</font> <font color='#4ae0bf'>Artifact Coin(s)</font>!"
		"Dungeon_PenguinKilled"												"<panel class='CombatEventKillIcon'/>A penguin was killed by {s:locstring_value}"

		"start"																"Yhilla's Cove"
		"forest"															"Howling Weald"
		"forest_holdout"													"Crossroads Garrison"
		"darkforest_rescue"													"Bonemeal Ridge"
		"darkforest_pass"													"The Silkmire Pass"
		"darkforest_death_maze"												"Trial of Gallaron"
		"underground_temple"												"Temple of Ermacor"
		"desert_start"														"The Road to Kalabor"
		"desert_town"														"Kalabor Oasis"
		"desert_expanse"													"Kalabor Waste"
		"desert_outpost"													"Northern Outpost"
		"desert_chasm"														"Shatterblast Canyon"
		"desert_fortress"													"Rhyzik's Stronghold"

		"kill_hellbears"													"Hunt Berserker Hellbears"
		"reach_the_camp"													"Find the Crossroads Garrison"
		"speak_to_the_chief"												"Find the Garrison Commander"
		"learn_about_holdout"												"Speak to the Commander after visiting the shop"
		"defend_the_camp"													"Ensure the Commander survives the assault"
		"speak_to_chief_holdout_complete"									"Speak to the Commander"
		
		"rescue_soldiers"													"Rescue the Missing Soldiers"
		"rescue_the_captain"												"Rescue the Soldier Captain"
		"navigate_death_maze"												"Find the Orb of Passage"
		
		"kill_spider_boss"													"Defeat the Spider Queen"
		"kill_spider_eggs"													"Destroy the Brood Sacs"
		
		"navigate_underground_temple"										"Find the exit to Kalabor desert"
		"find_entrance_to_the_underground"									"Use Orbs of Passage to open the Grimwal Gate"
		"find_underground_temple"											"Find the entrance to the Temple"
		"find_hidden_treasures"												"Loot the Temple Treasures"
		
		"learn_about_babyback"												"Speak to the stranded traveler"
		"start_escort"														"Escort Brigwyr to town"
		"escort_babyback_to_desert_town"									"Protect Brigwyr from bandits"
		
		"kill_centaur_warlords"												"Defeat the Centaur Warlords"
		"kill_giant_burrowers"												"Defeat the Giant Sandswarm Burrowers"
		"reach_desert_outpost"												"Reach the Northern Outpost"
		
		"speak_to_the_captain"												"Speak to Captain Lightfoot"
		"learn_about_assault"												"Prepare to attack Rhyzik's Stronghold"

		"kill_the_dire_captains"											"Kill the Buzzick Captains"
		"assault_the_desert_fortress"										"Find Rhyzik's Lair"
		"kill_sand_king"													"Defeat Rhyzik"

		"consumed_orbs_of_passage"											"Consumed Two Orbs Of Passage"
		"welcome_brigwyr"													"The Gate Opens for Brigwyr"

		"Dungeon_Zone"														"Zone"
		"Dungeon_ZoneTime"													"Zone Time"
		"Dungeon_Scoreboard_Kills"											"Kills"
		"Dungeon_Scoreboard_Deaths"											"Deaths"
		"Dungeon_Scoreboard_GoldBags"										"GoldBags"
		"Dungeon_Scoreboard_Potions"										"Potions"
		"Dungeon_Scoreboard_Total"											"Total"
		
		"Dungeon_ZoneDesc_start"											"The deceptive shoals around Yhilla's cove have sunk many fortunes, but there are still some skilled tillermen who make use of its windward shelter."
		"Dungeon_ZoneDesc_forest"											"The wolf-kin of the Longclaw clan roam the breadth of the Howling Weald, a constant danger to the thread of commerce still daring for the coast."
		"Dungeon_ZoneDesc_forest_holdout"									"The displaced folk of Kalabor face untold threats as they push to settle the wildlands."
		"Dungeon_ZoneDesc_darkforest_death_maze"							"Though Gallaron's reputation had not preceded him, his obvious aptitude in the arcane arts quickly convinced the settlement of his authenticity."
		"Dungeon_ZoneDesc_darkforest_rescue"								"Were it not for their limited fondness for battle planning, the Bonemeal Ogres might have driven the Longclaw clan from the Weald a generation ago."
		"Dungeon_ZoneDesc_darkforest_pass"									"It is uncertain whether the arachnid infestation on the old pilgrim's road was a cause of the Temple of Ermacor's abandonment or the result of it."
		"Dungeon_ZoneDesc_underground_temple"								"Long since the last prayer uttered to his name, the temple of Ermacor the Pathfinder bridges two lands separated by foreboding teeth of the world."
		"Dungeon_ZoneDesc_desert_start"										"The bandit troop that preys upon Kalabor's shrinking population survives mainly off the dwindling haul from better days."
		"Dungeon_ZoneDesc_desert_town"										"Where once a sheltering oasis flourished, residents and travelers alike must now make do with sharing a single dirty well."
		"Dungeon_ZoneDesc_desert_expanse"									"Even before the rise of Rhyzik's warlords, only the very experienced or foolish would travel the dunes of Kalabor alone."
		"Dungeon_ZoneDesc_desert_outpost"									"The northern outpost stands as the final bulwark against the flood of Rhyzik's forces into the inhabited regions of Kalabor and the lands beyond."
		"Dungeon_ZoneDesc_desert_chasm"										"The size of Rhyzik's following and spread of his influence belies the Conclave's assumption that he had become dormant in Siltbreaker's absence."
		"Dungeon_ZoneDesc_desert_fortress"									"Rhyzik the Corruptor was created to strike the first blow when Siltbreaker expanded his doomed uprising to target dryland enemies."
		

		
		
		//------------------------------------------------------------
		//INTRO
		//------------------------------------------------------------
		
		
		"siltbreaker_acti_intro_tab_text"	"As the fiend Siltbreaker plots an escape from Dark Reef prison, his enemies in the Conclave of the Brine assemble a band of warriors to take up arms against him. For the adventurers who answer the Conclave's call, the road to Dark Reef begins near the sands of Kalabor, where Siltbreaker's twisted creation, Rhyzik the Corruptor, gathers strength to aid his master's plans..."

		"siltbreaker_actii_intro_01"		"Rhyzik the Corruptor lies dead. <br>The first step of the Conclave's mandate is complete. As the chosen defenders step through the wisp emissary's portal, a jagged landscape rises before them."
		"siltbreaker_actii_intro_02"		"A descent to the main gates of Dark Reef would mean certain death for a drylander. But there is a way that circumvents the crushing depths. <br>The final journey to Siltbreaker's vault begins amidst the windswept snows of Bitter Ridge..."

		
		"TPScroll_Quest_Label"   "Siltbreaker's escape attempt did not go unnoticed <br><br>Rhyzik the Corruptor has resurfaced to aid his <br>master's revival <br><br>Rhyzik has long eluded us — Destroy him before infiltrating Dark Reef <br><br>End these threats to the Conclave — Our ledger will be cleared of your name"
		
		//OUTRO
		
		"siltbreaker_acti_outro_01"		"With Rhyzik the Corruptor defeated and a measure of Siltbreaker's might destroyed, the first step of the Conclave's mission is complete. Free of Rhyzik's swarms, the people of Kalabor are free to return home or establish a new homeland amidst the pacified Weald."
		"siltbreaker_acti_outro_02" 	"As the Conclave's defenders step through the wisp emissary’s portal, an uncertain fate lies before them. They journey now to their true purpose: Infiltrate Dark Reef prison by any means necessary... And ensure Siltbreaker never leaves."

		"DOTA_Siltbreaker_Act2_Intro_Continue" "Travel to Bitter Ridge"
		
		//------------------------------------------------------------
		//FOREST NPCS
		//------------------------------------------------------------		
		
		"Dialogue_theod_quest_text"		"Praise Maelrawn... you made it. I was sent— uh! T-to guide you. Things took... a bad turn."
		
		"Dialogue_theod_quest_text_02"	"You must g-go east. To Kalabor. Stop Rhyzik. If the Conclave f-falls... armistace... with the Mer... won't hold."
		
		"Dialog_ForestChief_LearnAboutHoldout"				"Whatever you want, it'll have to wait. Got howler packs scouting our perimeter, and my last patrol never came back."
		
		"Dialog_ForestChief_LearnAboutHoldout_02"			"You able to help us? Anyone wants out of this camp needs to fight either way. So gear up and find me when you're ready."
			
		"Dialog_ForestChief_DefendTheCamp"									"Hounds on all sides! Defend my life and the spoils of battle will be yours!"
		
		"dia_holdout_boss_battlecry"									"For those butchered in our dens!"
		
		"Dialog_ForestChief_HoldoutComplete"		"Don't like to admit it, but that old howler found my scent."
		"Dialog_ForestChief_HoldoutComplete_02"		"If you're bound for Kalabor, there's a shortcut southeast of camp. Through the old temple."
		"Dialog_ForestChief_HoldoutComplete_03"		"It's a hard road... We don't open the Grimwal Gate often. You need two Orbs of Passage to get through."
		"Dialog_ForestChief_HoldoutComplete_04"		"One Orb is hidden in a... haven to the west. The other one's with the patrol that vanished up north."
		
		"Dialog_ForestChief_passive_01"		"We had run-ins with Longclaw's packs, but nothing like this. Something got them stirred up."
		"Dialog_ForestChief_passive_02"		"With Longclaw dead, the whole of the Weald is up for grabs."
		"Dialog_ForestChief_passive_03"		"My employers have a lot riding on this camp."
		"Dialog_ForestChief_passive_04"		"With what they spent on that foolish labyrinth, could've built proper towers..."
		"Dialog_ForestChief_passive_05"		"Longclaw was no friend, but Rhyzik... Well, there's a reason this camp's preparing for refugees."
		
		
		"Dialog_RadiantCaptain_Rescued"				"Outsmarted by ogres... Ugh. Take this Orb of Passage. If you're really hunting Rhyzik, we'll be close behind."
		

		//------------------------------------------------------------
		//Random NPCS
		//------------------------------------------------------------
		
		//Standing near Targan
		
			"dia_garrison_creep_01_01" 		"Last patrol didn't come back."
			"dia_garrison_creep_01_02" 		"Starting to wonder if the Weald is any safer than Kalabor."
			"dia_garrison_creep_01_03" 		"Targan might be a hired hand, but he's a fine commander."
			"dia_garrison_creep_01_04" 		"Not sure about his employers though..."
			"dia_garrison_creep_01_05" 		"Lot of new folks due here any day."
			"dia_garrison_creep_01_06" 		"Don't see many travelers arrive from the west..."
			

				"dia_garrison_creep_01_06_sven"		"We could use a sword like yours around here."
				"dia_garrison_creep_01_06_tidehunter"		"Wet enough for you?"
				"dia_garrison_creep_01_06_tiny"		"Camp's going to grow fast."
