"lang"
{
"Language"	"brazilian"
"[english]DOTA_Tooltip_ability_item_bogduggs_baldric_move_speed_penalty"	"MOVE SPEED REDUCTION:"
"DOTA_Tooltip_ability_item_bogduggs_lucky_femur"	"<font color=\"#4ae0bf\">Fêmur da Sorte de Bogdugg</font>"
"[english]DOTA_Tooltip_ability_item_bogduggs_lucky_femur"	"<font color=\"#4ae0bf\">Bogdugg's Lucky Femur</font>"
"DOTA_Tooltip_ability_item_bogduggs_lucky_femur_Description"	"Em inglês: <font color='#F2A93E'>Bogdugg's Lucky Femur</font>\n \nRequer nível: %required_level%\n\nPassivo: Golpe de Habilidade — Após usar uma habilidade, há %refresh_pct%%% de chance desta ser imediatamente recarregada.\n"
"[english]DOTA_Tooltip_ability_item_bogduggs_lucky_femur_Description"	"Required Level: %required_level%\n\nPassive: Skillshot - After an ability is cast, it has a %refresh_pct%%% chance to be immediately refreshed.\n"
"DOTA_Tooltip_ability_item_bogduggs_lucky_femur_Lore"	"E mais outro!"
"[english]DOTA_Tooltip_ability_item_bogduggs_lucky_femur_Lore"	"And another!"
"DOTA_Tooltip_ability_item_bogduggs_lucky_femur_max_mana_penalty"	"REDUÇÃO MÁXIMA DO MANA:"
"[english]DOTA_Tooltip_ability_item_bogduggs_lucky_femur_max_mana_penalty"	"MAX MANA REDUCTION:"
"DOTA_Tooltip_ability_item_bogduggs_lucky_femur_intelligence_penalty"	"REDUÇÃO DE INTELIGÊNCIA:"
"[english]DOTA_Tooltip_ability_item_bogduggs_lucky_femur_intelligence_penalty"	"INTELLIGENCE REDUCTION:"
"DOTA_Tooltip_ability_item_bogduggs_lucky_femur_mana_regen_sec"	"REGENERAÇÃO DE MANA ADICIONAL:"
"[english]DOTA_Tooltip_ability_item_bogduggs_lucky_femur_mana_regen_sec"	"BONUS MANA REGEN:"
"DOTA_Tooltip_ability_item_sign_of_the_arachnid"	"<font color=\"#4ae0bf\">Símbolo do Aracnídeo</font>"
"[english]DOTA_Tooltip_ability_item_sign_of_the_arachnid"	"<font color=\"#4ae0bf\">Sign of the Arachnid</font>"
"DOTA_Tooltip_ability_item_sign_of_the_arachnid_Description"	"Em inglês: <font color='#F2A93E'>Sign of the Arachnid</font>\n \nRequer nível: %required_level%\n\nPassivo: Aura Aracnídea — Aliados recebem velocidades de movimento e ataque adicionais."
"[english]DOTA_Tooltip_ability_item_sign_of_the_arachnid_Description"	"Required Level: %required_level%\n\nPassive: Arachnid Aura - Allies gain bonus movement and attack speed."
"DOTA_Tooltip_ability_item_sign_of_the_arachnid_Lore"	"Uma marca sinistra dada aos seguidores do Caminho de Seda."
"[english]DOTA_Tooltip_ability_item_sign_of_the_arachnid_Lore"	"An ominous mark bestowed upon followers of the Silken Path."
"DOTA_Tooltip_ability_item_sign_of_the_arachnid_bonus_agility"	"AGILIDADE ADICIONAL:"
"[english]DOTA_Tooltip_ability_item_sign_of_the_arachnid_bonus_agility"	"BONUS AGILITY:"
"DOTA_Tooltip_ability_item_sign_of_the_arachnid_attack_speed"	"VELOCIDADE DE ATAQUE ADICIONAL (AURA):"
"[english]DOTA_Tooltip_ability_item_sign_of_the_arachnid_attack_speed"	"AURA BONUS ATTACK SPEED:"
"DOTA_Tooltip_modifier_item_sign_of_the_arachnid_effect"	"Aura Aracnídea"
"[english]DOTA_Tooltip_modifier_item_sign_of_the_arachnid_effect"	"Arachnid Aura"
"DOTA_Tooltip_modifier_item_sign_of_the_arachnid_effect_Description"	"Recebendo velocidades de movimento e ataque adicionais."
"[english]DOTA_Tooltip_modifier_item_sign_of_the_arachnid_effect_Description"	"Gaining bonus movement and attack speed."
"DOTA_Tooltip_ability_item_unhallowed_icon"	"<font color=\"#4ae0bf\">Ícone Profano</font>"
"[english]DOTA_Tooltip_ability_item_unhallowed_icon"	"<font color=\"#4ae0bf\">Unhallowed Icon</font>"
"DOTA_Tooltip_ability_item_unhallowed_icon_Description"	"Em inglês: <font color='#F2A93E'>Unhallowed Icon</font>\n \nRequer nível: %required_level%\n\\Passivo: Aura da Ligação de Sangue — Aliados recebem regeneração de vida adicional. Quando uma unidade afetada pelo Ícone Profano ataca, %lifesteal_pct%%% do dano causado é roubado como vida e distribuído entre os afetados pela aura."
"[english]DOTA_Tooltip_ability_item_unhallowed_icon_Description"	"Required Level: %required_level%\n\nPassive: Bloodbond Aura - Allies gain bonus health regeneration. When any unit affected by Unhallowed Icon attacks, %lifesteal_pct%%% of the damage dealt is stolen as life and distributed among all affected by the aura."
"DOTA_Tooltip_ability_item_unhallowed_icon_Lore"	"Um ícone portado pelos protegidos do submundo."
"[english]DOTA_Tooltip_ability_item_unhallowed_icon_Lore"	"An Icon borne by the protected of the underworld."
"DOTA_Tooltip_ability_item_unhallowed_icon_bonus_strength"	"FORÇA ADICIONAL:"
"[english]DOTA_Tooltip_ability_item_unhallowed_icon_bonus_strength"	"BONUS STRENGTH:"
"DOTA_Tooltip_ability_item_unhallowed_icon_hp_regen"	"REGENERAÇÃO DE VIDA (AURA):"
"[english]DOTA_Tooltip_ability_item_unhallowed_icon_hp_regen"	"AURA HP REGEN:"
"DOTA_Tooltip_modifier_item_unhallowed_icon_effect"	"Aura da Ligação de Sangue"
"[english]DOTA_Tooltip_modifier_item_unhallowed_icon_effect"	"Bloodbond Aura"
"DOTA_Tooltip_modifier_item_unhallowed_icon_effect_Description"	"Recebendo regeneração de vida adicional. Ataques físicos roubam vida e a distribui entre os afetados pela Aura da Ligação de Sangue."
"[english]DOTA_Tooltip_modifier_item_unhallowed_icon_effect_Description"	"Gaining bonus HP regen. Physical attacks steal life and distribute it among others affected by Bloodbond Aura."
"DOTA_Tooltip_ability_item_preserved_skull"	"<font color=\"#4ae0bf\">Crânio Preservado</font>"
"[english]DOTA_Tooltip_ability_item_preserved_skull"	"<font color=\"#4ae0bf\">Preserved Skull</font>"
"DOTA_Tooltip_ability_item_preserved_skull_Description"	"Em inglês: <font color='#F2A93E'>Preserved Skull</font>\n \nRequer nível: %required_level%\n\nPassivo: Aura da Conjuração — Aliados recebem regeneração de mana adicional e redução no intervalo entre usos."
"[english]DOTA_Tooltip_ability_item_preserved_skull_Description"	"Required Level: %required_level%\n\nPassive: Conjuration Aura - Allies gain bonus mana regen and cooldown reduction."
"DOTA_Tooltip_ability_item_preserved_skull_bonus_intelligence"	"INTELIGÊNCIA ADICIONAL:"
"[english]DOTA_Tooltip_ability_item_preserved_skull_bonus_intelligence"	"BONUS INTELLIGENCE:"
"DOTA_Tooltip_ability_item_preserved_skull_aura_mana_regen"	"REGENERAÇÃO DE MANA (AURA):"
"[english]DOTA_Tooltip_ability_item_preserved_skull_aura_mana_regen"	"AURA MANA REGEN:"
"DOTA_Tooltip_modifier_item_preserved_skull_effect"	"Aura da Conjuração"
"[english]DOTA_Tooltip_modifier_item_preserved_skull_effect"	"Conjuration Aura"
"DOTA_Tooltip_modifier_item_preserved_skull_effect_Description"	"Recebendo regeneração de mana adicional e redução de intervalo entre usos."
"[english]DOTA_Tooltip_modifier_item_preserved_skull_effect_Description"	"Gaining bonus mana regen and cooldown reduction."
"DOTA_Tooltip_ability_item_treads_of_ermacor"	"<font color=\"#4ae0bf\">Coturnos de Ermacor</font>"
"[english]DOTA_Tooltip_ability_item_treads_of_ermacor"	"<font color=\"#4ae0bf\">Treads of Ermacor</font>"
"DOTA_Tooltip_ability_item_treads_of_ermacor_Description"	"Em inglês: <font color='#F2A93E'>Treads of Ermacor</font>\n \nRequer nível: %required_level%\n"
"[english]DOTA_Tooltip_ability_item_treads_of_ermacor_Description"	"Required Level: %required_level%\n"
"DOTA_Tooltip_ability_item_treads_of_ermacor_Lore"	"Com a benção do Desbravador, encontraremos um caminho."
"[english]DOTA_Tooltip_ability_item_treads_of_ermacor_Lore"	"With the Pathfinder's blessing, we shall find a way."
"DOTA_Tooltip_ability_item_treads_of_ermacor_bonus_movement_speed"	"VELOCIDADE DE MOVIMENTO ADICIONAL:"
"[english]DOTA_Tooltip_ability_item_treads_of_ermacor_bonus_movement_speed"	"BONUS MOVEMENT SPEED:"
"DOTA_Tooltip_ability_item_treads_of_ermacor_bonus_attack_speed"	"VELOCIDADE DE ATAQUE ADICIONAL:"
"[english]DOTA_Tooltip_ability_item_treads_of_ermacor_bonus_attack_speed"	"BONUS ATTACK SPEED:"
"DOTA_Tooltip_ability_item_treads_of_ermacor_bonus_all_stats"	"ATRIBUTOS ADICIONAIS:"
"[english]DOTA_Tooltip_ability_item_treads_of_ermacor_bonus_all_stats"	"BONUS ALL STATS:"
"DOTA_Tooltip_ability_item_rhyziks_eye"	"<font color=\"#4ae0bf\">Olho de Rhyzik</font>"
"[english]DOTA_Tooltip_ability_item_rhyziks_eye"	"<font color=\"#4ae0bf\">Rhyzik's Eye</font>"
"DOTA_Tooltip_ability_item_rhyziks_eye_Description"	"Em inglês: <font color='#F2A93E'>Rhyzik's Eye</font>\n \nRequer nível: %required_level%\n"
"[english]DOTA_Tooltip_ability_item_rhyziks_eye_Description"	"Required Level: %required_level%\n"
"DOTA_Tooltip_ability_item_rhyziks_eye_Lore"	"Há poder no olho do Corruptor."
"[english]DOTA_Tooltip_ability_item_rhyziks_eye_Lore"	"There is power in the eye of the Corruptor."
"DOTA_Tooltip_ability_item_rhyziks_eye_bonus_all_stats"	"ATRIBUTOS ADICIONAIS:"
"[english]DOTA_Tooltip_ability_item_rhyziks_eye_bonus_all_stats"	"BONUS ALL STATS:"
"DOTA_Tooltip_ability_item_rhyziks_eye_mana_regen_sec"	"REGENERAÇÃO DE MANA ADICIONAL:"
"[english]DOTA_Tooltip_ability_item_rhyziks_eye_mana_regen_sec"	"BONUS MANA REGEN:"
"DOTA_Tooltip_ability_item_rhyziks_eye_hp_regen_sec"	"REGENERAÇÃO DE VIDA ADICIONAL:"
"[english]DOTA_Tooltip_ability_item_rhyziks_eye_hp_regen_sec"	"BONUS HP REGEN:"
"DOTA_Tooltip_ability_item_guardian_shell_Description"	"Em inglês: <font color='#F2A93E'>Guardian Shell</font>\n \nRequer nível: %required_level%\n\nPassivo: Irrefreável — A velocidade de movimento não pode ser reduzida e o portador não pode ser enraizado."
"[english]DOTA_Tooltip_ability_item_guardian_shell_Description"	"Required Level: %required_level%\n\nPassive: Unwavering - Movement Speed cannot be slowed and wearer cannot be rooted."
"DOTA_Tooltip_ability_item_guardian_shell_Lore"	"Avançar sempre, liberto de preocupações mortais."
"[english]DOTA_Tooltip_ability_item_guardian_shell_Lore"	"Push ever onward, unburdened by mortal cares."
"DOTA_Tooltip_ability_item_guardian_shell_bonus_armor"	"ARMADURA ADICIONAL:"
"[english]DOTA_Tooltip_ability_item_guardian_shell_bonus_armor"	"BONUS ARMOR:"
"DOTA_Tooltip_ability_item_watchers_gaze"	"<font color=\"#4ae0bf\">Olhar do Observador</font>"
"[english]DOTA_Tooltip_ability_item_watchers_gaze"	"<font color=\"#4ae0bf\">Watcher's Gaze</font>"
"DOTA_Tooltip_ability_item_watchers_gaze_Description"	"Em inglês: <font color='#F2A93E'>Watcher's Gaze</font>\n \nRequer nível: %required_level%\n\nAtivo: Olhar Petrificante — Inimigos no alcance do seu cone de visão frontal são petrificados e sofrem dano físico adicional.\n"
"[english]DOTA_Tooltip_ability_item_watchers_gaze_Description"	"Required Level: %required_level%\n\nActive: Stone Gaze - Enemies within your frontal cone are turned to stone and take additional physical damage.\n"
"DOTA_Tooltip_ability_item_watchers_gaze_Lore"	"Encare os teus inimigos e veja-os petrificarem diante de ti."
"[english]DOTA_Tooltip_ability_item_watchers_gaze_Lore"	"Look upon thine enemies and see them petrify before you."
"DOTA_Tooltip_ability_item_watchers_gaze_bonus_stats"	"ATRIBUTOS ADICIONAIS:"
"[english]DOTA_Tooltip_ability_item_watchers_gaze_bonus_stats"	"BONUS ALL STATS:"
"DOTA_Tooltip_ability_item_carapace_of_qaldin"	"<font color=\"#4ae0bf\">Carapaça de Qaldin</font>"
"[english]DOTA_Tooltip_ability_item_carapace_of_qaldin"	"<font color=\"#4ae0bf\">Carapace of Qaldin</font>"
"DOTA_Tooltip_ability_item_carapace_of_qaldin_Description"	"Em inglês: <font color='#F2A93E'>Carapace of Qaldin</font>\n \nRequer nível: %required_level%\n\nPassivo: Regeneração Acídica — Recupera vida e mana em dobro, não importa a fonte, e uma porcentagem de todo dano sofrido é causado de volta no atacante.\n"
"[english]DOTA_Tooltip_ability_item_carapace_of_qaldin_Description"	"Required Level: %required_level%\n\nPassive: Acidic Regeneration - All mana and health gained are doubled, and a percentage of all damage taken is reflected back upon the attacker.\n"
"DOTA_Tooltip_ability_item_carapace_of_qaldin_Lore"	"Deixe que o ataquem, pois cada golpe tem um preço em sangue."
"[english]DOTA_Tooltip_ability_item_carapace_of_qaldin_Lore"	"Let them attack you, for each blow comes at a blood price."
"DOTA_Tooltip_ability_item_carapace_of_qaldin_bonus_hp"	"VIDA ADICIONAL:"
"[english]DOTA_Tooltip_ability_item_carapace_of_qaldin_bonus_hp"	"BONUS HP:"
"DOTA_Tooltip_ability_item_carapace_of_qaldin_bonus_mana"	"MANA ADICIONAL:"
"[english]DOTA_Tooltip_ability_item_carapace_of_qaldin_bonus_mana"	"BONUS MANA:"
"DOTA_Tooltip_ability_item_the_caustic_finale"	"<font color=\"#4ae0bf\">Final Cáustico</font>"
"[english]DOTA_Tooltip_ability_item_the_caustic_finale"	"<font color=\"#4ae0bf\">The Caustic Finale</font>"
"DOTA_Tooltip_ability_item_the_caustic_finale_Description"	"Em inglês: <font color='#F2A93E'>Caustic Finale</font>\n \nRequer nível: %required_level%\n\nPassivo: Finalização Cáustica — Ataques reduzem uma porcentagem da armadura do alvo. Esse efeito pode ser acumulado até %max_stack_count% vezes. Caso o alvo morra enquanto afetado, explodirá causando dano em uma área ao redor.\n"
"[english]DOTA_Tooltip_ability_item_the_caustic_finale_Description"	"Required Level: %required_level%\n\nPassive: Caustic Finale - Attacks reduce a percentage of the target's armor.  This effect stacks up to %max_stack_count% times.  If the target dies under this effect, it explodes, dealing damage in an area of effect.\n"
"DOTA_Tooltip_ability_item_the_caustic_finale_Lore"	"O presente cáustico é sempre pago com antecedência."
"[english]DOTA_Tooltip_ability_item_the_caustic_finale_Lore"	"The caustic gift is always paid forward."
"DOTA_Tooltip_ability_item_the_caustic_finale_bonus_damage"	"DANO ADICIONAL:"
"[english]DOTA_Tooltip_ability_item_the_caustic_finale_bonus_damage"	"BONUS DAMAGE:"
"DOTA_Tooltip_ability_item_the_caustic_finale_bonus_attack_speed"	"VELOCIDADE DE ATAQUE ADICIONAL:"
"[english]DOTA_Tooltip_ability_item_the_caustic_finale_bonus_attack_speed"	"BONUS ATTACK SPEED:"
"DOTA_Tooltip_ability_item_the_caustic_finale_caustic_radius"	"RAIO DA EXPLOSÃO:"
"[english]DOTA_Tooltip_ability_item_the_caustic_finale_caustic_radius"	"CAUSTIC RADIUS:"
"DOTA_Tooltip_ability_item_the_caustic_finale_caustic_damage"	"DANO DA EXPLOSÃO:"
"[english]DOTA_Tooltip_ability_item_the_caustic_finale_caustic_damage"	"CAUSTIC DAMAGE:"
"DOTA_Tooltip_ability_item_the_caustic_finale_max_stack_count"	"MÁX. DE ACÚMULOS:"
"[english]DOTA_Tooltip_ability_item_the_caustic_finale_max_stack_count"	"MAX STACK COUNT:"
"DOTA_Tooltip_modifier_book_of_strength"	"Livro de Força"
"[english]DOTA_Tooltip_modifier_book_of_strength"	"Book of Strength"
"DOTA_Tooltip_modifier_book_of_strength_Description"	"Força obtida com o consumo de livros."
"[english]DOTA_Tooltip_modifier_book_of_strength_Description"	"Strength gained from consumed Books."
"DOTA_Tooltip_modifier_book_of_agility"	"Livro de Agilidade"
"[english]DOTA_Tooltip_modifier_book_of_agility"	"Book of Agility"
"DOTA_Tooltip_modifier_book_of_agility_Description"	"Agilidade obtida com o consumo de livros."
"[english]DOTA_Tooltip_modifier_book_of_agility_Description"	"Agility gained from consumed Books."
"DOTA_Tooltip_modifier_book_of_intelligence"	"Livro de Inteligência"
"[english]DOTA_Tooltip_modifier_book_of_intelligence"	"Book of Intelligence"
"DOTA_Tooltip_modifier_book_of_intelligence_Description"	"Inteligência obtida com o consumo de livros."
"[english]DOTA_Tooltip_modifier_book_of_intelligence_Description"	"Intelligence gained from consumed Books."
"DOTA_Tooltip_modifier_sand_king_boss_caustic_finale"	"Finalização Cáustica"
"[english]DOTA_Tooltip_modifier_sand_king_boss_caustic_finale"	"Caustic Finale"
"DOTA_Tooltip_modifier_sand_king_boss_caustic_finale_Description"	"Cada ataque reduz a armadura em 10%%."
"[english]DOTA_Tooltip_modifier_sand_king_boss_caustic_finale_Description"	"Each stack reduces armor by 10%%."
"DOTA_Tooltip_ability_item_tombstone"	"Reviver aliado"
"[english]DOTA_Tooltip_ability_item_tombstone"	"Resurrect Teammate"
"DOTA_Chat_Tombstone_Pinged"	"Aliado falecido aqui!"
"[english]DOTA_Chat_Tombstone_Pinged"	"Fallen teammate here."
"Popup_UsingOrbOfPassage"	"Aberto com Orbe da Passagem"
"[english]Popup_UsingOrbOfPassage"	"Opened With Orb of Passage"
"DOTA_Tooltip_ability_item_orb_of_passage"	"Orbe da Passagem"
"[english]DOTA_Tooltip_ability_item_orb_of_passage"	"Orb of Passage"
"Dungeon_FoundChestItem"	"{s:player_name} achou um tesouro com: {s:locstring_value}"
"[english]Dungeon_FoundChestItem"	"{s:player_name} found a treasure containing: {s:locstring_value}"
"Dungeon_FoundChestGold"	"{s:player_name} achou um tesouro com: <font color='#ffd825'>{d:int_value}</font><panel class='CombatEventGoldIcon'/>"
"[english]Dungeon_FoundChestGold"	"{s:player_name} found a treasure containing: <font color='#ffd825'>{d:int_value}</font><panel class='CombatEventGoldIcon'/>"
"Dungeon_FoundChestTrap"	"{s:player_name} achou um tesouro com: <font color='#ffd825'>{s:locstring_value}</font>!"
"[english]Dungeon_FoundChestTrap"	"{s:player_name} found a treasure containing: <font color='#ffd825'>{s:locstring_value}</font>!"
"Dungeon_FoundLifeRune"	"{s:player_name} achou {s:locstring_value}!"
"[english]Dungeon_FoundLifeRune"	"{s:player_name} found a {s:locstring_value}!"
"Dungeon_FoundNewRelic"	"{s:player_name} achou uma nova Relíquia: <font color='#4ae0bf'>{s:locstring_value}</font>!"
"[english]Dungeon_FoundNewRelic"	"{s:player_name} found a new Artifact: <font color='#4ae0bf'>{s:locstring_value}</font>!"
"Dungeon_KilledByCreature"	"{s:player_name} morreu pelas mãos de {s:locstring_value}"
"[english]Dungeon_KilledByCreature"	"{s:player_name} was killed by {s:locstring_value}"
"Dungeon_ReachedCheckpoint"	"{s:player_name} alcançou um novo ponto de controle!"
"[english]Dungeon_ReachedCheckpoint"	"{s:player_name} reached a new checkpoint!"
"Dungeon_KeyItem"	"{s:player_name} achou um item da missão: {s:locstring_value}!"
"[english]Dungeon_KeyItem"	"{s:player_name} found a Quest Item: {s:locstring_value}!"
"start"	"Enseada de Yhilla"
"[english]start"	"Yhilla's Cove"
"forest"	"Mata Uivante"
"[english]forest"	"Howling Weald"
"forest_holdout"	"Guarnição da Encruzilhada"
"[english]forest_holdout"	"Crossroads Garrison"
